Area,2016
E92000001,
E12000009,
E01015023,
E01015024,
E01015025,
E01015026,
E01015027,
E01015028,
E01015029,
E01015030,
E01015031,
E01015032,
E01015033,
E01015034,
E01015035,
E01015036,
E01015037,
E01015038,
E01015039,
E01015040,
E01015041,
E01015042,
E01015043,
E01015044,
E01015045,
E01015046,
E01015047,
E01015048,
E01015049,
E01015050,
E01015051,
E01015052,
E01015053,
E01015054,
E01015055,
E01015056,
E01015057,
E01015058,
E01015059,
E01015060,
E01015061,
E01015062,
E01015063,
E01015064,
E01015065,
E01015066,
E01015067,
E01015068,
E01015069,
E01015070,
E01015071,
E01015072,
E01015073,
E01015074,
E01015075,
E01015076,
E01015077,
E01015078,
E01015079,
E01015080,
E01015081,
E01015082,
E01015083,
E01015084,
E01015085,
E01015086,
E01015087,
E01015088,
E01015089,
E01015090,
E01015091,
E01015092,
E01015093,
E01015094,
E01015095,
E01015096,
E01015097,
E01015098,
E01015099,
E01015100,
E01015101,
E01015102,
E01015103,
E01015104,
E01015105,
E01015106,
E01015107,
E01015108,
E01015109,
E01015110,
E01015111,
E01015112,
E01015113,
E01015114,
E01015115,
E01015116,
E01015117,
E01015118,
E01015119,
E01015120,
E01015121,
E01015122,
E01015123,
E01015124,
E01015125,
E01015126,
E01015127,
E01015128,
E01015129,
E01015130,
E01015131,
E01015132,
E01015133,
E01015134,
E01015135,
E01015136,
E01015137,
E01015138,
E01015139,
E01015140,
E01015141,
E01015142,
E01015143,
E01015144,
E01015145,
E01015146,
E01015147,
E01015148,
E01015149,
E01015150,
E01015151,
E01015152,
E01015153,
E01015155,
E01015156,
E01015157,
E01015158,
E01015159,
E01015160,
E01015161,
E01015162,
E01015163,
E01015164,
E01015165,
E01015166,
E01015167,
E01015168,
E01015169,
E01015170,
E01015171,
E01015172,
E01015173,
E01015174,
E01015175,
E01015176,
E01015177,
E01015178,
E01015179,
E01015180,
E01015181,
E01015182,
E01015183,
E01015184,
E01015185,
E01015186,
E01015187,
E01015188,
E01015189,
E01015190,
E01015191,
E01015192,
E01015193,
E01015194,
E01015195,
E01015196,
E01015197,
E01015198,
E01015199,
E01015200,
E01015201,
E01015202,
E01015203,
E01015204,
E01015205,
E01015206,
E01015207,
E01015208,
E01015209,
E01015210,
E01015211,
E01015212,
E01015213,
E01015214,
E01015215,
E01015216,
E01015217,
E01015218,
E01015219,
E01015220,
E01015221,
E01015222,
E01015223,
E01015224,
E01015225,
E01015226,
E01015227,
E01015228,
E01015229,
E01015230,
E01015231,
E01015232,
E01015233,
E01015234,
E01015235,
E01015236,
E01015237,
E01015238,
E01015239,
E01015240,
E01015241,
E01015242,
E01015243,
E01015244,
E01015245,
E01015246,
E01015247,
E01015248,
E01015249,
E01015250,
E01015251,
E01015252,
E01015253,
E01015254,
E01015255,
E01015256,
E01015257,
E01015258,
E01015259,
E01015260,
E01015261,
E01015262,
E01015263,
E01015264,
E01015265,
E01015266,
E01015267,
E01015268,
E01015269,
E01015270,
E01015271,
E01019886,#
E01019887,#
E01019888,0.012140534
E01019889,#
E01019890,#
E01019891,#
E01019892,0.010547871
E01019893,0.012260533
E01019894,0.020397366
E01019895,#
E01019896,0.014087823
E01019897,#
E01019898,#
E01019899,0.022498609
E01019900,0.018476282
E01019901,0.012511109
E01019902,0.007952795
E01019903,#
E01019904,#
E01019905,0.013665224
E01019906,0.019277282
E01019907,0.010854505
E01019908,0.01165558
E01019909,#
E01019910,#
E01019911,0.017249863
E01019912,#
E01019913,0.020397366
E01019914,#
E01019915,#
E01019916,0.010702893
E01019917,0.013529007
E01019918,#
E01019919,#
E01019920,#
E01019921,#
E01019922,#
E01019923,#
E01019924,0.01471864
E01019925,0.009974055
E01019927,#
E01019928,0.009511163
E01019929,0.00908933
E01019930,#
E01019931,#
E01019932,#
E01019933,#
E01019934,#
E01019935,#
E01019936,#
E01019937,0.007834563
E01019938,#
E01019939,0.01005562
E01019940,0.010514191
E01019942,#
E01019943,#
E01019944,0.008561923
E01019945,#
E01019946,#
E01019947,#
E01019948,#
E01019949,#
E01019950,0.028502261
E01019951,#
E01019952,0.011149775
E01019953,0.013721025
E01019954,#
E01019955,#
E01019956,#
E01019957,#
E01019958,#
E01019959,0.012220975
E01019960,#
E01019961,#
E01019962,#
E01019963,#
E01019964,0.003350951
E01019965,0.007409669
E01019966,0.016933141
E01019967,#
E01019968,#
E01019969,#
E01019970,#
E01019971,#
E01019972,#
E01019973,0.01565701
E01019974,0.020785156
E01019975,0.016043439
E01019976,#
E01019977,#
E01019980,#
E01019981,0.014244168
E01019982,0.012844819
E01019983,#
E01019984,#
E01019985,#
E01019986,#
E01019987,#
E01019988,0.017192211
E01019989,#
E01019990,0.013439666
E01019991,#
E01019992,0.014448205
E01019993,0.010251227
E01019994,#
E01019995,#
E01019996,#
E01019997,0.004779295
E01019998,#
E01019999,0.007380021
E01020000,#
E01020001,0.013721025
E01020002,#
E01020003,#
E01020004,#
E01020005,0.012498338
E01020006,0.008771088
E01020007,#
E01020008,0.003730491
E01020009,#
E01020010,0.014721867
E01020011,0.013134766
E01020012,0.01295101
E01020013,#
E01020014,0.015671101
E01020015,0.013295575
E01020016,#
E01020017,0.003329778
E01020018,0.010622377
E01020019,#
E01020020,0.003867376
E01020021,#
E01020022,#
E01020023,#
E01020024,#
E01020025,#
E01020026,0.014954848
E01020027,#
E01020029,#
E01020030,#
E01020031,0.012900904
E01020032,#
E01020033,0.012703722
E01020035,#
E01020036,0.015260098
E01020037,0.015986372
E01020038,#
E01020039,0.012725772
E01020040,#
E01020041,0.011080579
E01020042,#
E01020043,0.011302595
E01020044,#
E01020045,0.016550646
E01020046,#
E01020047,#
E01020048,0.011734672
E01020049,#
E01020050,0.015193328
E01020051,#
E01020052,0.013391181
E01020053,0.014130142
E01020054,0.010691208
E01020055,0.015177785
E01020056,#
E01020057,0.010800088
E01020058,#
E01020059,#
E01020060,#
E01020061,0.010850941
E01020062,#
E01020063,0.010959535
E01020064,0.012562308
E01020065,0.008952176
E01020066,0.008612053
E01020067,0.01343262
E01020068,#
E01020069,#
E01020070,#
E01020071,0.015940558
E01020072,#
E01020073,#
E01020074,0.006612714
E01020075,#
E01020076,0.014017926
E01020077,#
E01020078,0.01562034
E01020079,0.020058226
E01020080,0.014418195
E01020081,0.019684335
E01020082,#
E01020083,0.010090984
E01020084,#
E01020085,#
E01020086,#
E01020087,#
E01020088,#
E01020089,0.01027672
E01020090,0.016664732
E01020091,#
E01020092,#
E01020093,#
E01020094,#
E01020095,0.01394455
E01020096,0.015782471
E01020097,#
E01020098,0.014448205
E01020099,#
E01020100,#
E01020101,0.019851003
E01020102,0.012180045
E01020103,0.018858612
E01020104,0.019551444
E01020105,#
E01020106,#
E01020107,0.021745008
E01020108,#
E01020109,#
E01020110,0.007454141
E01020111,0.015583705
E01020112,#
E01020113,#
E01020114,0.010222818
E01020115,#
E01020116,0.015326346
E01020117,0.022016343
E01020118,0.014251782
E01020119,#
E01020120,#
E01020121,0.013937872
E01020122,#
E01020123,#
E01020124,#
E01020125,#
E01020126,#
E01020127,#
E01020128,0.019073004
E01020129,0.019850334
E01020130,0.012976209
E01020131,0.015380136
E01020132,0.008561923
E01020133,#
E01020134,0.0211795
E01020135,0.022175833
E01020136,0.019933966
E01020137,0.017683233
E01020138,#
E01020139,0.01935826
E01020140,#
E01020141,0.015185777
E01020142,#
E01020143,#
E01020144,#
E01020145,#
E01020146,#
E01020147,#
E01020148,#
E01020149,#
E01020150,#
E01020151,#
E01020152,#
E01020153,0.021718302
E01020154,0.012511038
E01020155,#
E01020156,#
E01020157,#
E01020158,#
E01020159,#
E01020160,#
E01020161,0.010222484
E01020162,#
E01020163,#
E01020164,0.008164002
E01020165,#
E01020166,#
E01020167,#
E01020168,#
E01020169,#
E01020170,#
E01020171,#
E01020172,#
E01020173,#
E01020174,#
E01020175,0.018895013
E01020176,#
E01020177,0.019413753
E01020178,#
E01020179,#
E01020180,0.011701218
E01020181,0.017176442
E01020182,0.01536838
E01020183,#
E01020184,0.018694221
E01020185,#
E01020186,#
E01020187,#
E01020188,#
E01020189,0.013181388
E01020190,0.014905729
E01020191,#
E01020192,#
E01020193,#
E01020194,#
E01020195,#
E01020196,#
E01020197,#
E01020198,0.016843224
E01020199,0.016949882
E01020200,#
E01020201,#
E01020202,#
E01020203,#
E01020204,#
E01020205,#
E01020206,#
E01020207,0.015022218
E01020208,0.01849523
E01020209,#
E01020210,#
E01020211,0.01348256
E01020212,0.020979328
E01020213,#
E01020214,#
E01020215,#
E01020216,0.01334881
E01020217,#
E01020218,#
E01020219,#
E01020220,0.013723889
E01020221,#
E01020222,#
E01020223,#
E01020224,#
E01020225,#
E01020226,#
E01020227,0.009535749
E01020228,#
E01020229,0.01344717
E01020230,0.019313056
E01020231,#
E01020232,0.012939131
E01020233,#
E01020234,0.016483261
E01020235,0.018449998
E01020236,#
E01020237,#
E01020238,#
E01020239,#
E01020240,0.022436006
E01020241,0.017837693
E01020242,0.013525142
E01020243,#
E01020244,0.019166493
E01020245,#
E01020246,0.01382386
E01020247,0.015227188
E01020248,#
E01020249,#
E01020250,#
E01020251,#
E01020252,0.018425242
E01020253,#
E01020254,#
E01020255,#
E01020256,#
E01020257,#
E01020258,0.017843895
E01020259,0.01662784
E01020260,0.015316138
E01020261,0.014647189
E01020262,#
E01020263,0.012683171
E01020264,#
E01020265,#
E01020266,#
E01020267,#
E01020268,#
E01020269,#
E01020270,#
E01020271,#
E01020272,0.010305322
E01020273,0.020543295
E01020274,#
E01020275,#
E01020276,0.022304783
E01020277,0.014558631
E01020278,#
E01020279,0.010456011
E01020280,0.012265515
E01020281,0.012222215
E01020282,#
E01020283,#
E01020284,0.012109411
E01020285,0.012646219
E01020286,0.016694798
E01020287,#
E01020288,#
E01020289,#
E01020290,#
E01020291,0.00908933
E01020292,#
E01020293,0.014142573
E01020294,0.013482348
E01020295,#
E01020296,0.019962563
E01020297,0.017015102
E01020298,0.01879603
E01020299,0.020970321
E01020300,0.011149775
E01020301,0.012397283
E01020302,0.016280492
E01020303,0.02217741
E01020304,0.013508355
E01020305,0.023796764
E01020306,#
E01020307,0.017379893
E01020308,#
E01020309,#
E01020310,#
E01020311,0.015359687
E01020312,#
E01020313,#
E01020314,#
E01020315,0.010279794
E01020316,#
E01020317,#
E01020318,#
E01020319,#
E01020320,#
E01020321,0.012024675
E01020322,0.016695336
E01020323,#
E01020324,#
E01020325,#
E01020326,0.012938978
E01020327,#
E01020328,0.010497929
E01020329,#
E01020330,#
E01020331,0.01646891
E01020332,#
E01020333,#
E01020334,#
E01020335,0.01030852
E01020336,0.013519876
E01020337,#
E01020338,0.010629971
E01020339,#
E01020340,0.00868284
E01020341,#
E01020342,0.015333048
E01032628,#
E01032657,
E01032658,
E01033232,#
E01033233,#
E01033234,#
E01033235,#
E01033236,0.017011226
E07000040,0.000840308
E07000041,0.00076631
E07000042,0.001354103
E07000043,0.001462159
E07000044,0.00126105
E07000045,0.001060367
E07000046,0.001876386
E07000047,0.001634039
E10000008,0.000399599
E06000026,
E06000027,
IMDQ1,0.002489481
IMDQ2,0.000944994
IMDQ3,0.000700874
IMDQ4,0.000771291
IMDQ5,0.000803159
E02003122,
E02003123,
E02003124,
E02003125,
E02003126,
E02003127,
E02003128,
E02003129,
E02003130,
E02003131,
E02003132,
E02003133,
E02003134,
E02003135,
E02003136,
E02003137,
E02003138,
E02003139,
E02003140,
E02003141,
E02003142,
E02003143,
E02003144,
E02003145,
E02003146,
E02003147,
E02003148,
E02003149,
E02003150,
E02003151,
E02003152,
E02003153,
E02003154,
E02003155,
E02003156,
E02003157,
E02003158,
E02003159,
E02003161,
E02003163,
E02003164,
E02003165,
E02003166,
E02003167,
E02003168,
E02003169,
E02003170,
E02003171,
E02004129,0.00525125
E02004130,0.005475048
E02004131,#
E02004132,#
E02004133,0.003267432
E02004134,0.004904937
E02004135,0.006284436
E02004136,0.003441048
E02004137,#
E02004138,0.00802405
E02004139,#
E02004140,#
E02004141,#
E02004142,#
E02004143,0.00599155
E02004144,0.005039213
E02004145,#
E02004146,0.004934413
E02004147,0.00465717
E02004148,0.0047513
E02004149,0.001065086
E02004150,0.003338132
E02004151,0.004774979
E02004152,0.001479807
E02004153,0.004002706
E02004154,0.002639244
E02004155,0.005216339
E02004156,0.002624499
E02004157,0.00484364
E02004158,0.004394307
E02004159,0.003367297
E02004160,0.005256101
E02004161,0.005707834
E02004162,0.004656765
E02004163,0.005237611
E02004164,0.005606074
E02004165,0.005047833
E02004166,0.004620993
E02004167,0.005440222
E02004168,0.006742442
E02004169,0.004956606
E02004170,0.004918153
E02004171,0.005176149
E02004172,0.005274954
E02004173,0.004168332
E02004174,0.004783066
E02004175,0.005678607
E02004176,0.008328486
E02004177,0.006321684
E02004178,0.006417302
E02004179,0.004405623
E02004180,0.005360404
E02004181,0.006862675
E02004182,0.006653473
E02004183,0.007014999
E02004184,0.005998069
E02004185,0.007539833
E02004186,0.004330063
E02004187,0.006719586
E02004188,0.006344011
E02004189,0.004505847
E02004190,0.004626353
E02004191,0.005813976
E02004192,0.004638476
E02004193,0.0027792
E02004194,0.004928003
E02004195,0.007550716
E02004196,0.005479257
E02004197,0.005960799
E02004198,0.005631067
E02004199,0.008017183
E02004200,0.008177934
E02004201,#
E02004202,0.006378927
E02004203,0.007564548
E02004204,0.004086262
E02004205,0.006136389
E02004206,0.007397284
E02004207,0.00506381
E02004208,0.004557762
E02004209,0.004378745
E02004210,0.005278395
E02004211,#
E02004212,0.005464484
E02004213,0.0056771
E02004214,0.004591507
E02004215,0.00528849
E02004216,0.007228189
E02004217,0.005514065
E02004218,0.005942119
E02004219,0.006246479
E02004220,0.008561106
E02004221,0.008160344
E02004222,0.006408407
E02004223,0.004511555
E02004224,0.006768483
E02004225,0.007394194
E02004226,0.00694565
E02004227,0.0051378
E02004228,0.006277366
E02004229,0.005938676
E02004230,0.005320906
E02004231,0.005823337
E02004232,0.005406339
E02004233,0.002946366
E02004234,0.005828552
E02004235,0.005391399
E02006840,
TOWN01,0.005514065
TOWN02,0.002820274
TOWN03,0.002147677
TOWN04,0.002545057
TOWN05,0.00387312
TOWN06,0.002456608
TOWN07,0.002440298
TOWN08,0.005075878
TOWN09,0.004230199
TOWN10,0.000745474
TOWN11,0.001453133
TOWN12,0.005296288
TOWN13,0.003755153
TOWN14,0.00215
TOWN15,0.003203812
TOWN16,0.001722728
TOWN17,0.003284798
TOWN18,#
TOWN19,0.009368203
TOWN20,0.001316144
TOWN21,0.002736348
TOWN22,0.002311847
TOWN23,0.005579688
TOWN24,0.002398341
TOWN25,0.005317979
TOWN26,0.002046375
TOWN27,0.002855434
TOWN28,0.002181038
TOWN29,0.002915311
DIV1,0.003156493
DIV2,0.00396141
DIV3,0.002852219
DIV4,0.004232246
DIV5,0.0048169
DIV6,0.003244545
DIV7,0.004176895
DIV8,0.004807919
DIV9,0.003365359
DIV10,0.00387312
DIV11,0.004069531
DIV12,0.003989213
DIV13,0.004644668
DIV14,0.00413722
DIV15,0.003536857
DIV16,0.003137392
DIV17,0.003778473
DIV18,0.003943076
DIV19,0.004449828
DIV20,0.001044859
DIV21,0.005221952
DIV22,0.003243347
DIV23,0.001797338
DIV24,0.003056242
DIV25,0.002404175
DIV26,0.004142141
DIV27,0.004304278
DIV28,0.003443732
DIV29,0.003755153
DIV30,0.00399146
DIV31,0.003592228
DIV32,0.0027792
DIV33,0.004306789
DIV34,0.003264366
DIV35,0.0035629
DIV36,0.003518161
DIV37,0.005603454
DIV38,0.003587849
DIV39,0.002441332
DIV40,0.003478436
DIV41,0.004230115
DIV42,0.004956523
DIV43,0.00280472
DIV44,0.003902417
DIV45,0.005857503
DIV46,0.002702238
DIV47,0.00124895
DIV48,0.002946366
DIV49,0.003217936
DIV50,0.003616456
DIV51,0.004300355
DIV52,0.004823025
DIV53,0.004269657
DIV54,0.003488447
DIV55,0.003082153
DIV56,0.003380513
DIV57,0.003832333
DIV58,0.00340206
CHSCTAXE,0.001829201
CHSCTBARNSTAPLE,0.002501035
CHSCTBIDEFORD,0.002263921
CHSCTBRAUNTON,0.002334353
CHSCTCREDITON,0.002486355
CHSCTCULLOMPTON,0.002140301
CHSCTDAWLISH,0.002374377
CHSCTEXETERCHALL,0.001456266
CHSCTEXETERSYCAMORE,0.000863836
CHSCTEXMOUTH,0.001453133
CHSCTHONITON,0.00144355
CHSCTIVYBRIDGE,0.001795181
CHSCTKINGSBRIDGE,0.003284798
CHSCTNABBOT,0.001358204
CHSCTOKE,0.002732492
CHSCTSMOLTON,0.004493474
CHSCTTAVISTOCK,0.001755628
CHSCTTEIGN,0.003392855
CHSCTTIVERTON,0.002194559
CHSCTTORRINGTON,0.002782009
CHSCTTOTNES,0.003213913
Eastern,0.00051022
Northern,0.001134963
Southern,0.00098342
Western,0.001154423
