Area,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E01020342,10,5,18,3,17,12,19,22,17,15,10,15
E01032628,0,11,6,8,16,12,9,15,9,10,5,10
E01032657,21,26,21.5,17,33.5,36.5,40,39.5,28,20,15,15
E01032658,21,26,21.5,17,33.5,36.5,40,39.5,28,35,20,35
E01033232,3,7.5,11.5,7.5,20.5,21,15.5,13.5,13,10,5,5
E01033233,22,18,23,15,29,21,24,31,28,30,10,10
E01033234,3,7.5,11.5,7.5,20.5,21,15.5,13.5,13,15,5,10
E01033235,2,6,4.5,5.5,10,6,6,3.5,7.5,10,5,5
E01033236,2,6,4.5,5.5,10,6,6,3.5,7.5,5,5,5
E07000040,553,657,567,528,1398,1137,1157,1152,923,935,465,580
E07000041,1019,1210,1170,1061,2279,1958,2130,2136,1709,1715,800,885
E07000042,407,579,460,453,1045,774,822,933,791,795,390,435
E07000043,847,863,701,666,1300,954,999,1128,951,955,350,485
E07000044,436,465,446,399,980,738,748,723,609,625,280,305
E07000045,677,844,701,581,1803,1365,1424,1515,1295,1305,635,655
E07000046,639,705,621,569,1154,867,953,1080,950,940,470,495
E07000047,215,308,309,260,561,497,615,652,504,505,255,225
E10000008,4793,5631,4975,4517,10520,8290,8848,9319,7732,7775,3645,4065
E06000026,3375,3970,3869,3379,6558,5980,6484,6515,5419,5425,3325,3715
E06000027,1549,1945,1929,1647,3328,2825,3274,3489,3009,2980,1475,1470
IMDQ1,3221,3872,3759.5,3250,5853.5,5453.5,6188,6443.5,5671,5660,3015,3325
IMDQ2,2856,3389,3114,2819,5862,4935,5529,5871,4878,4865,2520,2710
IMDQ3,1965,2323,2143.5,1825,4503.5,3562.5,3739,3872.5,3148,3170,1555,1770
IMDQ4,1204,1354.5,1210.5,1158.5,2769.5,2200,2225.5,2265.5,1763,1770,940,1040
IMDQ5,471,607.5,545.5,490.5,1417.5,944,924.5,870.5,700,715,415,405
E02003122,37,37,32,29,85,56,78,65,53,50,40,45
E02003123,82,108,105,88,184,160,171,195,151,155,115,120
E02003124,97,117,121,89,214,195,214,189,148,130,95,125
E02003125,111,139,106,97,203,188,191,168,157,160,95,105
E02003126,58,79,77,73,138,118,124,107,72,70,65,60
E02003127,105,155,134,118,213,199,230,232,174,175,95,90
E02003128,114,130,132,106,206,206,206,200,160,160,85,120
E02003129,30,38,44,36,81,87,80,85,59,60,35,35
E02003130,141,173,189,151,295,286,336,337,282,285,170,180
E02003131,77,81,84,76,176,134,136,127,117,115,60,45
E02003132,60,71,84,77,153,143,136,139,114,110,85,85
E02003133,61,69,73,52,140,118,130,123,105,105,55,60
E02003134,121,167,200,166,286,242,243,262,214,215,95,130
E02003135,127,158,151,157,251,228,299,277,251,250,155,160
E02003136,26,32,38,37,98,81,75,64,53,55,20,40
E02003137,35,62,39,39,93,63,72,73,50,50,40,35
E02003138,64,65,73,75,144,120,122,111,95,100,80,55
E02003139,26,38,29,29,90,70,58,52,45,50,30,30
E02003140,28,33,45,30,96,69,61,78,53,50,25,40
E02003141,152,183,179,157,296,281,335,325,252,250,140,175
E02003142,154,151,156,133,258,219,242,260,216,210,120,150
E02003143,42,51,42,43,108,102,86,100,62,65,35,40
E02003144,146,138,130,137,246,220,256,255,229,230,140,160
E02003145,91,100,102,99,205,169,204,215,188,185,100,115
E02003146,174,173,179,169,305,290,290,313,278,280,195,205
E02003147,252,294,282,224,390,422,461,471,411,405,235,265
E02003148,213,233,224,191,289,302,363,358,297,295,190,205
E02003149,229,277,244,223,398,356,381,402,355,365,225,270
E02003150,385,457,406,349,589,593,634,662,594,595,395,425
E02003151,39,34,40,31,72,66,53,68,45,50,30,40
E02003152,57,68,66,53,152,118,139,122,83,85,40,55
E02003153,41,59,63,45,104,79,78,80,56,65,40,50
E02003154,69,107,104,94,190,169,204,208,172,170,105,75
E02003155,59,85,71,60,147,112,118,117,107,100,45,55
E02003156,63,88,96,67,142,129,157,165,100,100,70,60
E02003157,141,171,155,139,240,252,287,328,294,295,120,120
E02003158,57,81,83,70,133,134,157,148,132,130,65,65
E02003159,78,106,107,107,194,197,209,239,211,210,100,90
E02003161,213,268,283,223,431,383,467,483,450,450,235,260
E02003163,125,112,91,88,160,146,195,204,188,190,105,95
E02003164,77,75,87,80,139,123,128,119,105,105,60,45
E02003165,57,90,84,51,161,112,117,161,123,125,55,60
E02003166,112,147,151,140,260,219,239,295,236,235,100,90
E02003167,157,176,202,191,351,257,337,380,349,340,185,195
E02003168,50,57,62,43,119,85,110,110,82,75,25,40
E02003169,23,36,33,22,87,56,48,42,35,30,25,35
E02003170,85,107,103,83,201,149,154,165,130,125,50,55
E02003171,69,90,84,78,153,124,116,110,87,90,40,40
E02004129,20,28,15,15,48,38,28,33,29,30,15,15
E02004130,40,49,43,32,76,81,96,81,84,85,40,50
E02004131,31,40,32,31,77,73,54,66,45,50,20,30
E02004132,18,33,22,37,67,58,44,57,40,45,20,25
E02004133,45,37,48,39,91,101,98,93,91,90,45,55
E02004134,19,28,23,23,68,53,50,52,36,35,30,40
E02004135,28,28,26,22,52,52,58,47,47,45,30,30
E02004136,13,20,20,17,69,53,62,39,63,60,20,25
E02004137,24,14,20,21,39,29,31,23,26,25,15,15
E02004138,23,43,28,26,75,49,54,43,39,35,15,35
E02004139,35,29,30,20,58,37,40,53,58,60,35,35
E02004140,19,19,15,10,36,14,33,26,13,10,10,10
E02004141,14,14,20,18,49,39,31,32,26,30,15,10
E02004142,17,17,5,13,39,20,29,27,20,20,5,15
E02004143,23,29,28,30,74,47,51,44,32,30,10,20
E02004144,17,29,24,21,56,48,38,60,30,30,20,15
E02004145,17,24,15,14,55,31,37,29,29,35,15,15
E02004146,42,63,46,44,120,102,109,101,67,70,30,45
E02004147,76,70,72,52,154,145,149,171,92,90,50,65
E02004148,32,43,35,43,95,67,65,75,56,60,25,30
E02004149,40,35,53,42,84,62,46,74,57,55,30,25
E02004150,82,96,103,65,176,167,169,171,128,125,50,70
E02004151,61,64,61,56,128,103,115,116,87,90,55,55
E02004152,97,108,86,82,156,146,138,135,118,120,55,55
E02004153,53,74,93,64,157,120,130,136,112,110,70,65
E02004154,65,79,60,70,165,131,132,142,117,120,50,50
E02004155,63,95,85,75,141,148,154,154,116,115,60,65
E02004156,171,210,201,170,298,272,332,330,274,275,130,140
E02004157,41,59,42,42,88,81,97,75,73,75,35,30
E02004158,86,86,95,102,192,165,188,194,151,150,65,65
E02004159,33,34,36,44,130,116,99,90,71,70,40,40
E02004160,54,57,48,50,122,83,103,122,94,100,30,45
E02004161,100,119,113,114,252,203,243,237,173,170,60,95
E02004162,49,54,49,43,107,92,102,102,75,80,40,50
E02004163,24,40,45,42,83,69,82,58,63,60,30,35
E02004164,30,41,30,30,52,54,34,48,41,45,15,15
E02004165,23,31,20,26,97,54,48,46,45,45,25,30
E02004166,19,27,24,23,75,53,61,43,45,45,25,15
E02004167,77,129,103,87,167,127,137,198,150,150,85,95
E02004168,63,75,65,75,126,111,117,153,116,115,60,70
E02004169,25,37,34,32,67,44,50,50,49,45,10,15
E02004170,39,58,50,51,112,83,82,89,92,90,30,40
E02004171,32,47,24,34,66,66,83,75,57,60,35,25
E02004172,23,42,25,22,64,48,49,58,48,50,20,25
E02004173,31,33,38,32,99,53,61,59,47,50,30,35
E02004174,45,59,47,41,120,81,100,114,101,100,55,70
E02004175,72,107,70,50,128,90,91,135,109,105,30,50
E02004176,33,39,36,35,64,46,30,30,35,35,5,25
E02004177,77,76,79,57,122,81,106,97,100,105,30,35
E02004178,33,24,21,20,38,23,11,21,13,15,10,20
E02004179,50,26,24,38,80,56,56,50,33,30,15,20
E02004180,32,35,23,18,46,30,35,44,29,30,10,15
E02004181,60,61,49,48,73,62,77,92,81,85,25,35
E02004182,111,120,91,95,169,137,139,154,136,135,50,85
E02004183,74,72,48,46,106,81,92,80,79,85,30,35
E02004184,122,106,99,99,180,138,131,148,147,150,45,50
E02004185,33,33,30,32,49,41,39,46,29,25,15,10
E02004186,59,63,61,51,99,60,62,84,52,45,30,35
E02004187,62,65,42,54,82,73,82,89,69,70,35,45
E02004188,29,36,28,23,64,36,48,58,39,40,20,25
E02004189,36,32,27,30,79,60,58,58,40,40,20,30
E02004190,42,42,42,35,100,64,73,59,60,60,15,25
E02004191,78,68,92,100,150,111,125,131,128,125,45,60
E02004192,30,24,30,30,77,56,55,56,34,35,30,35
E02004193,50,55,58,55,155,100,109,93,66,70,55,45
E02004194,44,38,28,30,63,67,52,50,44,45,15,10
E02004195,29,40,37,27,64,52,53,55,58,60,20,15
E02004196,28,40,38,29,77,63,64,58,43,40,25,25
E02004197,17,22,19,15,58,43,48,38,35,40,15,20
E02004198,43,66,38,32,81,65,57,77,61,65,25,20
E02004199,16,21,16,3,37,39,33,21,20,25,10,10
E02004200,23,17,21,13,39,18,21,27,20,20,5,10
E02004201,11,12,10,15,42,46,43,38,22,25,10,20
E02004202,36,48,47,44,82,78,64,67,49,55,35,35
E02004203,16,36,24,12,49,34,39,45,27,25,15,20
E02004204,41,39,38,31,105,79,80,88,79,80,40,40
E02004205,32,37,34,28,90,75,71,84,59,60,35,35
E02004206,41,67,44,35,106,81,74,82,86,85,50,40
E02004207,24,40,20,17,68,43,56,54,49,50,20,15
E02004208,42,48,43,30,109,80,65,67,48,45,25,25
E02004209,21,47,42,37,116,100,92,102,85,90,35,35
E02004210,62,88,67,66,175,133,142,147,133,135,60,65
E02004211,25,30,14,14,55,42,43,66,39,35,15,25
E02004212,47,40,26,38,96,71,76,73,69,70,25,30
E02004213,17,24,22,16,58,31,46,43,37,40,20,25
E02004214,93,88,77,46,175,136,162,143,122,120,70,70
E02004215,43,54,62,43,125,95,95,104,107,105,45,50
E02004216,38,45,29,23,102,67,77,98,73,75,35,40
E02004217,51,57,59,35,118,90,115,110,116,120,60,45
E02004218,22,33,37,37,73,52,51,60,60,55,25,25
E02004219,15,11,6,14,59,32,33,44,35,35,15,15
E02004220,82,80,74,78,122,101,92,111,99,100,50,50
E02004221,73,67,59,57,101,86,72,85,70,65,40,40
E02004222,119,98,107,86,185,148,169,169,186,185,95,100
E02004223,137,168,146,144,309,218,258,291,223,225,135,130
E02004224,55,49,26,26,56,53,37,55,40,40,20,25
E02004225,46,72,81,66,124,83,95,116,102,100,40,45
E02004226,39,40,41,26,69,47,66,51,39,35,25,25
E02004227,57,75,58,46,118,89,111,130,134,135,50,55
E02004228,31,56,29,40,70,42,53,72,57,55,15,25
E02004229,22,33,40,37,82,66,96,94,69,70,40,30
E02004230,48,63,56,51,116,108,176,170,142,140,60,65
E02004231,28,35,34,33,54,49,42,59,43,45,20,15
E02004232,18,40,31,19,53,47,45,54,49,50,20,20
E02004233,54,78,72,68,124,125,150,163,113,115,75,55
E02004234,27,22,45,18,61,42,44,51,40,40,10,25
E02004235,18,37,31,34,71,60,62,61,48,45,30,15
E02006840,114,149,133,111,220,178,231,215,208,210,90,90
TOWN01,51,57,59,35,118,90,115,110,116,120,60,45
TOWN02,68,57,66,49,126,138,131,126,120,120,65,70
TOWN03,480,482,388,379,704,545,568,640,547,550,200,260
TOWN04,477,470,425,401,791,610,635,719,624,620,345,350
TOWN05,68,41,36,49,97,74,61,58,39,40,20,30
TOWN06,99,134,110,95,283,182,210,231,196,200,105,130
TOWN07,93,133,112,113,274,212,221,209,206,205,85,80
TOWN08,44,50,56,44,102,91,87,78,74,80,35,25
TOWN09,80,109,88,71,214,166,155,179,153,155,90,80
TOWN10,1083,1290,1240,1129,2436,2111,2269,2280,1802,1810,855,965
TOWN11,224,275,235,222,610,471,482,513,326,340,165,205
TOWN12,75,98,108,82,173,118,135,153,131,125,60,60
TOWN13,88,131,87,86,188,131,164,202,191,190,65,80
TOWN14,99,123,98,88,213,205,186,189,170,175,75,105
TOWN15,188,221,184,142,325,212,226,269,244,245,70,110
TOWN16,144,164,156,134,395,281,296,270,203,210,120,130
TOWN17,84,104,72,56,168,127,110,135,109,115,40,35
TOWN18,9,10,10,9,10,10,7,6,7,5,0,10
TOWN19,16,26,21,12,42,30,39,37,27,25,10,15
TOWN20,375,446,369,315,1019,735,786,851,737,740,350,370
TOWN21,118,163,152,134,282,237,351,344,285,285,135,130
TOWN22,22,47,40,52,136,109,114,93,104,105,45,50
TOWN23,36,61,48,49,112,83,89,70,66,60,35,55
TOWN24,72,60,54,43,130,75,103,98,95,95,55,55
TOWN25,83,92,59,67,120,96,108,124,92,95,50,60
TOWN26,107,159,171,136,299,272,290,322,229,230,125,105
TOWN27,118,154,117,102,313,239,238,252,208,205,90,100
TOWN28,228,327,252,258,525,401,417,521,408,410,210,240
TOWN29,164,147,162,165,315,239,255,240,223,220,85,115
DIV1,106,111,111,99,248,168,207,232,164,170,75,90
DIV2,63,71,71,48,160,111,146,144,140,145,75,60
DIV3,59,47,62,49,110,125,118,113,109,110,55,65
DIV4,198,204,159,162,279,227,249,283,256,260,90,135
DIV5,169,155,128,126,249,191,190,191,187,195,60,70
DIV6,55,54,41,42,135,102,101,95,67,70,30,50
DIV7,199,200,177,163,370,268,302,339,317,320,175,175
DIV8,112,115,102,93,180,151,162,176,132,130,75,80
DIV9,39,70,41,27,117,82,95,99,79,80,40,30
DIV10,68,41,36,49,97,74,61,58,39,40,20,30
DIV11,27,37,28,29,81,64,64,69,49,45,30,45
DIV12,45,51,45,42,122,96,97,101,91,90,45,55
DIV13,51,64,62,40,87,61,73,76,45,50,30,40
DIV14,73,71,59,59,119,74,58,76,63,60,20,45
DIV15,62,82,74,66,191,121,143,165,142,140,75,100
DIV16,61,91,54,49,130,100,108,113,84,95,50,45
DIV17,58,79,64,71,152,125,135,134,127,125,50,55
DIV18,59,64,67,57,141,108,108,111,92,95,50,50
DIV19,73,104,78,63,196,156,145,166,145,145,85,75
DIV20,76,73,77,67,136,113,92,133,103,100,40,45
DIV21,44,54,53,50,107,102,90,92,56,65,35,45
DIV22,49,67,50,57,150,98,102,104,85,95,40,45
DIV23,167,204,176,160,447,361,372,395,234,235,120,155
DIV24,121,148,160,146,300,259,284,296,240,240,120,120
DIV25,75,100,85,81,181,179,168,176,147,155,70,90
DIV26,71,72,59,59,104,78,71,96,65,55,30,30
DIV27,45,62,68,65,119,93,126,127,99,100,55,40
DIV28,96,128,108,111,233,216,225,228,169,170,85,95
DIV29,88,131,87,86,188,131,164,202,191,190,65,80
DIV30,149,183,149,107,250,171,197,232,209,210,60,85
DIV31,41,53,46,52,136,88,86,108,99,95,40,45
DIV32,50,55,58,55,155,100,109,93,66,70,55,45
DIV33,59,87,54,35,118,104,90,98,81,90,35,30
DIV34,47,72,58,49,172,142,140,157,119,120,50,55
DIV35,118,121,98,84,243,191,220,219,196,200,95,95
DIV36,103,112,101,70,266,184,198,215,189,185,85,105
DIV37,155,147,133,135,223,187,164,196,169,165,90,90
DIV38,66,103,87,70,169,155,221,224,191,190,80,85
DIV39,27,29,34,29,101,82,83,62,83,85,30,35
DIV40,106,122,125,98,238,201,211,223,159,160,85,90
DIV41,51,46,49,36,98,67,69,73,53,50,20,20
DIV42,43,65,52,53,122,93,93,75,76,70,40,60
DIV43,66,55,49,36,111,58,90,89,82,80,50,50
DIV44,49,60,61,52,135,97,103,85,89,90,35,40
DIV45,68,73,49,64,115,78,100,116,87,85,40,50
DIV46,180,206,191,157,303,303,326,319,280,285,125,130
DIV47,185,227,201,182,376,317,361,330,293,300,140,150
DIV48,54,78,72,68,124,125,150,163,113,115,75,55
DIV49,104,136,110,96,284,213,207,214,181,180,85,90
DIV50,93,153,120,107,239,164,183,237,181,180,100,115
DIV51,92,112,96,109,197,164,154,192,165,165,75,90
DIV52,85,112,122,92,193,130,161,167,141,135,65,70
DIV53,113,99,116,122,198,160,168,168,161,160,55,70
DIV54,38,52,55,61,118,100,123,82,85,80,50,50
DIV55,40,53,31,34,95,77,67,69,58,60,30,35
DIV56,41,62,52,51,136,100,99,92,92,90,40,30
DIV57,111,143,142,140,327,281,301,293,216,210,80,115
DIV58,50,65,82,57,149,124,118,138,101,100,45,45
CHSCTAXE,176,178,168,141,368,296,323,294,281,275,155,180
CHSCTBARNSTAPLE,420,418,342,330,618,471,504,552,488,500,175,235
CHSCTBIDEFORD,502,504,455,428,843,661,678,777,661,650,355,360
CHSCTBRAUNTON,265,272,230,200,432,296,294,333,290,290,90,150
CHSCTCREDITON,91,120,112,93,265,176,199,213,191,190,100,130
CHSCTCULLOMPTON,116,168,136,138,334,263,272,272,247,250,110,100
CHSCTDAWLISH,186,255,194,170,505,388,372,417,346,345,175,175
CHSCTEXETERCHALL,379,459,483,440,988,829,882,878,688,700,345,390
CHSCTEXETERSYCAMORE,701,833,754,689,1445,1268,1381,1386,1107,1105,510,575
CHSCTEXMOUTH,224,275,235,222,610,471,482,513,326,340,165,205
CHSCTHONITON,121,161,133,133,328,298,284,271,264,270,110,145
CHSCTIVYBRIDGE,138,177,165,143,398,304,315,271,231,240,120,125
CHSCTKINGSBRIDGE,84,104,72,56,168,127,110,135,109,115,40,35
CHSCTNABBOT,333,372,327,266,862,630,682,720,624,620,290,320
CHSCTOKE,119,164,146,138,299,267,363,375,295,295,135,130
CHSCTSMOLTON,99,122,79,82,155,122,148,155,115,120,65,75
CHSCTTAVISTOCK,145,191,194,156,365,305,328,352,263,265,145,130
CHSCTTEIGN,122,151,118,92,325,224,264,271,246,250,125,110
CHSCTTIVERTON,223,309,249,250,523,390,405,508,395,395,200,235
CHSCTTORRINGTON,198,259,211,190,395,272,320,385,344,335,140,155
CHSCTTOTNES,151,139,172,160,294,232,242,241,221,225,95,105
Eastern,2143,2665,2402,2234,5123,4229,4560,4668,3771,3800,1830,2080
Northern,1486,1568,1322,1235,2454,1821,1952,2208,1901,1895,820,980
Southern,2366,2899,2761,2350,5381,4363,4891,5187,4493,4470,2170,2190
Western,3722,4414,4288,3724,7448,6682,7203,7260,5995,6015,3625,4000
