Area,2014-15,2015-16
E92000001,,
E12000009,,
E01015023,,
E01015024,,
E01015025,,
E01015026,,
E01015027,,
E01015028,,
E01015029,,
E01015030,,
E01015031,,
E01015032,,
E01015033,,
E01015034,,
E01015035,,
E01015036,,
E01015037,,
E01015038,,
E01015039,,
E01015040,,
E01015041,,
E01015042,,
E01015043,,
E01015044,,
E01015045,,
E01015046,,
E01015047,,
E01015048,,
E01015049,,
E01015050,,
E01015051,,
E01015052,,
E01015053,,
E01015054,,
E01015055,,
E01015056,,
E01015057,,
E01015058,,
E01015059,,
E01015060,,
E01015061,,
E01015062,,
E01015063,,
E01015064,,
E01015065,,
E01015066,,
E01015067,,
E01015068,,
E01015069,,
E01015070,,
E01015071,,
E01015072,,
E01015073,,
E01015074,,
E01015075,,
E01015076,,
E01015077,,
E01015078,,
E01015079,,
E01015080,,
E01015081,,
E01015082,,
E01015083,,
E01015084,,
E01015085,,
E01015086,,
E01015087,,
E01015088,,
E01015089,,
E01015090,,
E01015091,,
E01015092,,
E01015093,,
E01015094,,
E01015095,,
E01015096,,
E01015097,,
E01015098,,
E01015099,,
E01015100,,
E01015101,,
E01015102,,
E01015103,,
E01015104,,
E01015105,,
E01015106,,
E01015107,,
E01015108,,
E01015109,,
E01015110,,
E01015111,,
E01015112,,
E01015113,,
E01015114,,
E01015115,,
E01015116,,
E01015117,,
E01015118,,
E01015119,,
E01015120,,
E01015121,,
E01015122,,
E01015123,,
E01015124,,
E01015125,,
E01015126,,
E01015127,,
E01015128,,
E01015129,,
E01015130,,
E01015131,,
E01015132,,
E01015133,,
E01015134,,
E01015135,,
E01015136,,
E01015137,,
E01015138,,
E01015139,,
E01015140,,
E01015141,,
E01015142,,
E01015143,,
E01015144,,
E01015145,,
E01015146,,
E01015147,,
E01015148,,
E01015149,,
E01015150,,
E01015151,,
E01015152,,
E01015153,,
E01015155,,
E01015156,,
E01015157,,
E01015158,,
E01015159,,
E01015160,,
E01015161,,
E01015162,,
E01015163,,
E01015164,,
E01015165,,
E01015166,,
E01015167,,
E01015168,,
E01015169,,
E01015170,,
E01015171,,
E01015172,,
E01015173,,
E01015174,,
E01015175,,
E01015176,,
E01015177,,
E01015178,,
E01015179,,
E01015180,,
E01015181,,
E01015182,,
E01015183,,
E01015184,,
E01015185,,
E01015186,,
E01015187,,
E01015188,,
E01015189,,
E01015190,,
E01015191,,
E01015192,,
E01015193,,
E01015194,,
E01015195,,
E01015196,,
E01015197,,
E01015198,,
E01015199,,
E01015200,,
E01015201,,
E01015202,,
E01015203,,
E01015204,,
E01015205,,
E01015206,,
E01015207,,
E01015208,,
E01015209,,
E01015210,,
E01015211,,
E01015212,,
E01015213,,
E01015214,,
E01015215,,
E01015216,,
E01015217,,
E01015218,,
E01015219,,
E01015220,,
E01015221,,
E01015222,,
E01015223,,
E01015224,,
E01015225,,
E01015226,,
E01015227,,
E01015228,,
E01015229,,
E01015230,,
E01015231,,
E01015232,,
E01015233,,
E01015234,,
E01015235,,
E01015236,,
E01015237,,
E01015238,,
E01015239,,
E01015240,,
E01015241,,
E01015242,,
E01015243,,
E01015244,,
E01015245,,
E01015246,,
E01015247,,
E01015248,,
E01015249,,
E01015250,,
E01015251,,
E01015252,,
E01015253,,
E01015254,,
E01015255,,
E01015256,,
E01015257,,
E01015258,,
E01015259,,
E01015260,,
E01015261,,
E01015262,,
E01015263,,
E01015264,,
E01015265,,
E01015266,,
E01015267,,
E01015268,,
E01015269,,
E01015270,,
E01015271,,
E01019886,#,0.714285714
E01019887,#,#
E01019888,#,#
E01019889,#,#
E01019890,#,#
E01019891,#,1
E01019892,0.833333333,#
E01019893,#,#
E01019894,#,#
E01019895,#,#
E01019896,#,#
E01019897,#,#
E01019898,#,#
E01019899,#,#
E01019900,0,#
E01019901,#,1
E01019902,#,#
E01019903,1,1
E01019904,#,#
E01019905,#,0
E01019906,#,#
E01019907,#,#
E01019908,#,0
E01019909,#,#
E01019910,#,#
E01019911,#,1
E01019912,#,0.833333333
E01019913,1,1
E01019914,0.857142857,1
E01019915,#,#
E01019916,#,#
E01019917,#,#
E01019918,#,1
E01019919,#,#
E01019920,#,1
E01019921,#,#
E01019922,0.714285714,#
E01019923,0,#
E01019924,0,#
E01019925,0,#
E01019927,#,#
E01019928,#,#
E01019929,#,#
E01019930,#,#
E01019931,#,#
E01019932,0.714285714,#
E01019933,#,1
E01019934,1,#
E01019935,0,#
E01019936,0.833333333,#
E01019937,#,#
E01019938,#,#
E01019939,#,#
E01019940,#,#
E01019942,#,#
E01019943,0,#
E01019944,0,#
E01019945,0,#
E01019946,#,#
E01019947,0.888888889,1
E01019948,1,#
E01019949,#,1
E01019950,0,#
E01019951,#,#
E01019952,#,1
E01019953,#,#
E01019954,#,#
E01019955,#,1
E01019956,#,0.909090909
E01019957,#,0.909090909
E01019958,0.75,0.857142857
E01019959,#,#
E01019960,#,0
E01019961,1,#
E01019962,#,1
E01019963,1,#
E01019964,#,#
E01019965,0,0
E01019966,#,#
E01019967,#,#
E01019968,#,#
E01019969,0,#
E01019970,#,#
E01019971,#,#
E01019972,0,#
E01019973,0.888888889,#
E01019974,#,1
E01019975,#,0
E01019976,#,0.875
E01019977,#,0.75
E01019980,#,#
E01019981,0,#
E01019982,0,#
E01019983,0,1
E01019984,#,#
E01019985,#,#
E01019986,#,0
E01019987,#,#
E01019988,#,1
E01019989,#,#
E01019990,#,#
E01019991,#,#
E01019992,1,#
E01019993,#,0
E01019994,#,#
E01019995,0.666666667,0.8
E01019996,#,#
E01019997,0,0
E01019998,#,#
E01019999,#,0
E01020000,0,#
E01020001,#,0
E01020002,#,#
E01020003,#,1
E01020004,#,#
E01020005,#,#
E01020006,#,#
E01020007,0,#
E01020008,0,0
E01020009,0,#
E01020010,#,#
E01020011,#,#
E01020012,#,0.833333333
E01020013,#,#
E01020014,#,#
E01020015,0,#
E01020016,#,0.555555556
E01020017,#,#
E01020018,0.75,#
E01020019,#,#
E01020020,#,#
E01020021,0,#
E01020022,0,#
E01020023,1,1
E01020024,#,1
E01020025,#,#
E01020026,#,#
E01020027,0,#
E01020029,0,#
E01020030,#,0.916666667
E01020031,#,#
E01020032,1,1
E01020033,#,#
E01020035,#,1
E01020036,#,#
E01020037,#,1
E01020038,#,#
E01020039,0.857142857,0.833333333
E01020040,0,#
E01020041,#,#
E01020042,#,#
E01020043,#,#
E01020044,#,0
E01020045,0,#
E01020046,#,#
E01020047,1,#
E01020048,1,#
E01020049,#,#
E01020050,#,#
E01020051,#,0.833333333
E01020052,#,#
E01020053,0,#
E01020054,0,#
E01020055,#,#
E01020056,#,#
E01020057,#,#
E01020058,#,#
E01020059,#,#
E01020060,1,0.909090909
E01020061,#,#
E01020062,#,#
E01020063,1,1
E01020064,0,#
E01020065,#,0
E01020066,0,0
E01020067,#,#
E01020068,#,#
E01020069,#,#
E01020070,#,#
E01020071,#,1
E01020072,0,#
E01020073,#,1
E01020074,0,#
E01020075,#,#
E01020076,#,1
E01020077,0,#
E01020078,1,0.833333333
E01020079,1,0.75
E01020080,#,#
E01020081,#,#
E01020082,#,#
E01020083,0,#
E01020084,#,#
E01020085,#,#
E01020086,#,#
E01020087,#,1
E01020088,#,0.714285714
E01020089,0.875,0.888888889
E01020090,0,1
E01020091,#,#
E01020092,#,#
E01020093,0.8,0.545454545
E01020094,1,0.533333333
E01020095,1,1
E01020096,1,0.833333333
E01020097,#,#
E01020098,#,1
E01020099,#,#
E01020100,#,#
E01020101,1,#
E01020102,#,#
E01020103,#,0.888888889
E01020104,0,#
E01020105,#,#
E01020106,#,0.857142857
E01020107,0.875,1
E01020108,#,#
E01020109,#,#
E01020110,#,1
E01020111,#,1
E01020112,#,#
E01020113,#,#
E01020114,1,#
E01020115,#,#
E01020116,#,#
E01020117,1,#
E01020118,#,#
E01020119,1,1
E01020120,1,0.916666667
E01020121,0.9,1
E01020122,#,#
E01020123,#,#
E01020124,0.875,#
E01020125,#,#
E01020126,#,1
E01020127,#,#
E01020128,#,#
E01020129,#,#
E01020130,#,#
E01020131,1,#
E01020132,1,0.8125
E01020133,#,#
E01020134,#,#
E01020135,#,1
E01020136,1,1
E01020137,1,#
E01020138,1,#
E01020139,1,0.875
E01020140,#,#
E01020141,0.875,#
E01020142,#,#
E01020143,#,#
E01020144,#,#
E01020145,0,#
E01020146,#,#
E01020147,#,#
E01020148,#,0
E01020149,0,#
E01020150,#,#
E01020151,#,#
E01020152,1,#
E01020153,#,#
E01020154,#,#
E01020155,#,0.75
E01020156,#,#
E01020157,#,1
E01020158,#,1
E01020159,#,#
E01020160,#,#
E01020161,0.833333333,1
E01020162,#,#
E01020163,#,#
E01020164,1,#
E01020165,0,0
E01020166,0,1
E01020167,0,0
E01020168,0.875,0.8
E01020169,#,0.833333333
E01020170,#,#
E01020171,#,1
E01020172,#,#
E01020173,#,#
E01020174,#,#
E01020175,#,#
E01020176,#,#
E01020177,#,1
E01020178,#,#
E01020179,#,#
E01020180,1,1
E01020181,#,1
E01020182,0,#
E01020183,1,#
E01020184,1,1
E01020185,1,#
E01020186,#,1
E01020187,#,#
E01020188,#,#
E01020189,#,1
E01020190,1,#
E01020191,#,#
E01020192,0,#
E01020193,0,#
E01020194,#,#
E01020195,#,1
E01020196,1,1
E01020197,#,0
E01020198,#,#
E01020199,#,1
E01020200,#,0
E01020201,#,#
E01020202,0.857142857,0.75
E01020203,0.9,1
E01020204,#,#
E01020205,#,1
E01020206,1,0.857142857
E01020207,#,#
E01020208,1,#
E01020209,1,1
E01020210,#,#
E01020211,#,#
E01020212,1,#
E01020213,#,#
E01020214,0.875,#
E01020215,#,#
E01020216,#,0
E01020217,#,1
E01020218,#,#
E01020219,#,#
E01020220,#,1
E01020221,#,#
E01020222,0,#
E01020223,#,#
E01020224,#,#
E01020225,#,#
E01020226,#,#
E01020227,1,#
E01020228,0.846153846,0.8
E01020229,1,0.833333333
E01020230,#,#
E01020231,0.857142857,0.833333333
E01020232,0.833333333,0.875
E01020233,0.777777778,0.9
E01020234,#,#
E01020235,0.625,0.923076923
E01020236,#,#
E01020237,#,#
E01020238,#,#
E01020239,1,#
E01020240,#,0.8
E01020241,#,#
E01020242,#,#
E01020243,0,0
E01020244,0.777777778,#
E01020245,#,#
E01020246,0,#
E01020247,#,1
E01020248,#,#
E01020249,#,#
E01020250,#,0.857142857
E01020251,#,#
E01020252,1,#
E01020253,#,#
E01020254,1,#
E01020255,#,#
E01020256,#,#
E01020257,#,#
E01020258,#,0
E01020259,0,0
E01020260,0,1
E01020261,#,1
E01020262,0,#
E01020263,#,1
E01020264,#,#
E01020265,#,0.833333333
E01020266,0,#
E01020267,#,1
E01020268,#,1
E01020269,1,0.882352941
E01020270,#,#
E01020271,1,0.857142857
E01020272,#,#
E01020273,0,#
E01020274,#,#
E01020275,#,1
E01020276,#,1
E01020277,1,1
E01020278,#,#
E01020279,0.857142857,#
E01020280,#,#
E01020281,#,#
E01020282,0.833333333,0.875
E01020283,0.833333333,0.75
E01020284,#,0.888888889
E01020285,#,1
E01020286,#,#
E01020287,#,#
E01020288,#,#
E01020289,#,#
E01020290,#,#
E01020291,#,#
E01020292,#,#
E01020293,0.857142857,0.833333333
E01020294,1,#
E01020295,#,#
E01020296,0,#
E01020297,#,#
E01020298,0.571428571,0.857142857
E01020299,#,0.875
E01020300,#,#
E01020301,#,1
E01020302,#,1
E01020303,1,0.857142857
E01020304,1,0
E01020305,0,#
E01020306,1,1
E01020307,1,1
E01020308,#,#
E01020309,0,#
E01020310,#,0.8
E01020311,#,#
E01020312,#,1
E01020313,#,1
E01020314,#,#
E01020315,#,#
E01020316,#,#
E01020317,#,0
E01020318,#,#
E01020319,0,#
E01020320,0,#
E01020321,#,#
E01020322,#,#
E01020323,#,#
E01020324,#,1
E01020325,0,#
E01020326,#,1
E01020327,#,0.909090909
E01020328,#,#
E01020329,#,#
E01020330,#,1
E01020331,#,0.833333333
E01020332,#,0.857142857
E01020333,#,0.833333333
E01020334,1,0.818181818
E01020335,1,0.875
E01020336,1,1
E01020337,1,#
E01020338,1,#
E01020339,#,#
E01020340,#,0.714285714
E01020341,#,#
E01020342,#,#
E01032628,#,#
E01032657,,
E01032658,,
E01033232,0,#
E01033233,#,#
E01033234,#,0
E01033235,1,1
E01033236,0,#
E07000040,0.871369295,0.91
E07000041,0.890804598,0.848249027
E07000042,0.902912621,0.884353741
E07000043,0.931726908,0.860627178
E07000044,0.86875,0.930851064
E07000045,0.871473354,0.888283379
E07000046,0.865248227,0.815384615
E07000047,0.867346939,0.890410959
E10000008,0.884848485,0.878643349
E06000026,,
E06000027,,
IMDQ1,0.887755102,0.803149606
IMDQ2,0.902173913,0.87755102
IMDQ3,0.865828092,0.882550336
IMDQ4,0.869806094,0.878923767
IMDQ5,0.928176796,0.912280702
E02003122,,
E02003123,,
E02003124,,
E02003125,,
E02003126,,
E02003127,,
E02003128,,
E02003129,,
E02003130,,
E02003131,,
E02003132,,
E02003133,,
E02003134,,
E02003135,,
E02003136,,
E02003137,,
E02003138,,
E02003139,,
E02003140,,
E02003141,,
E02003142,,
E02003143,,
E02003144,,
E02003145,,
E02003146,,
E02003147,,
E02003148,,
E02003149,,
E02003150,,
E02003151,,
E02003152,,
E02003153,,
E02003154,,
E02003155,,
E02003156,,
E02003157,,
E02003158,,
E02003159,,
E02003161,,
E02003163,,
E02003164,,
E02003165,,
E02003166,,
E02003167,,
E02003168,,
E02003169,,
E02003170,,
E02003171,,
E02004129,0.625,1
E02004130,0.894736842,0.9375
E02004131,0.916666667,1
E02004132,0.857142857,0.933333333
E02004133,0.888888889,0.761904762
E02004134,0.85,0.952380952
E02004135,0.923076923,0.857142857
E02004136,0.75,0.8
E02004137,1,0.923076923
E02004138,0.95,0.916666667
E02004139,0.9,1
E02004140,0.722222222,0.896551724
E02004141,1,0.8
E02004142,#,1
E02004143,1,0.9
E02004144,1,1
E02004145,0.888888889,0.785714286
E02004146,0.727272727,1
E02004147,0.8,0.916666667
E02004148,0.863636364,0.904761905
E02004149,1,#
E02004150,1,0.777777778
E02004151,1,0.882352941
E02004152,1,0.545454545
E02004153,#,0.785714286
E02004154,#,0.9
E02004155,0.928571429,0.956521739
E02004156,0.777777778,0.769230769
E02004157,1,0.952380952
E02004158,0.928571429,0.884615385
E02004159,0.923076923,0.875
E02004160,0.9375,0.884615385
E02004161,0.818181818,0.777777778
E02004162,0.888888889,0.8125
E02004163,0.733333333,0.944444444
E02004164,1,0.9
E02004165,0.916666667,0.818181818
E02004166,1,0.923076923
E02004167,0.714285714,0.6
E02004168,1,0.857142857
E02004169,#,1
E02004170,#,0.846153846
E02004171,0.888888889,0.916666667
E02004172,0.8,1
E02004173,0.9,0.846153846
E02004174,0.846153846,0.95
E02004175,1,0.875
E02004176,0.866666667,1
E02004177,0.833333333,0.625
E02004178,1,0.875
E02004179,0.88,0.818181818
E02004180,0.9375,0.772727273
E02004181,1,0.851851852
E02004182,0.970588235,0.72
E02004183,0.863636364,0.75
E02004184,0.928571429,0.96
E02004185,0.913043478,0.913043478
E02004186,0.95,0.869565217
E02004187,1,0.964285714
E02004188,0.909090909,1
E02004189,#,0.777777778
E02004190,0.8,1
E02004191,1,1
E02004192,0.777777778,0.769230769
E02004193,0.884615385,1
E02004194,0.75,0.857142857
E02004195,1,0.882352941
E02004196,0.823529412,0.928571429
E02004197,0.923076923,1
E02004198,0.933333333,0.863636364
E02004199,0.75,1
E02004200,0.777777778,0.875
E02004201,1,1
E02004202,0.833333333,0.8
E02004203,#,1
E02004204,0.862068966,0.967741935
E02004205,0.894736842,0.863636364
E02004206,0.774193548,0.864864865
E02004207,0.789473684,0.888888889
E02004208,0.6875,0.913043478
E02004209,0.9,0.791666667
E02004210,1,0.862068966
E02004211,0.916666667,0.933333333
E02004212,1,0.705882353
E02004213,1,0.909090909
E02004214,0.692307692,0.842105263
E02004215,1,0.9
E02004216,0.9375,0.916666667
E02004217,0.8,0.939393939
E02004218,0.75,1
E02004219,1,0.909090909
E02004220,0.785714286,0.875
E02004221,0.652173913,0.64
E02004222,0.8,0.928571429
E02004223,0.925925926,0.826086957
E02004224,1,0.846153846
E02004225,1,0.85
E02004226,0.857142857,0.684210526
E02004227,0.947368421,0.80952381
E02004228,0.888888889,1
E02004229,0.833333333,1
E02004230,0.666666667,0.884615385
E02004231,1,1
E02004232,0.7,0.789473684
E02004233,0.973684211,0.833333333
E02004234,0.818181818,1
E02004235,0.857142857,0.944444444
E02006840,,
TOWN01,0.8,0.939393939
TOWN02,0.909090909,0.833333333
TOWN03,0.936170213,0.832258065
TOWN04,0.827586207,0.8203125
TOWN05,0.896551724,0.860465116
TOWN06,0.848484848,0.942307692
TOWN07,0.888888889,0.888888889
TOWN08,1,0.827586207
TOWN09,0.813559322,0.841269841
TOWN10,0.887804878,0.861386139
TOWN11,0.894117647,0.912087912
TOWN12,0.964285714,0.823529412
TOWN13,0.928571429,0.882352941
TOWN14,0.85,0.955555556
TOWN15,0.894736842,0.8
TOWN16,0.870967742,0.956521739
TOWN17,0.823529412,0.888888889
TOWN18,#,1
TOWN19,#,#
TOWN20,0.895953757,0.891891892
TOWN21,0.787878788,0.870967742
TOWN22,0.764705882,0.909090909
TOWN23,0.958333333,0.885714286
TOWN24,0.823529412,0.907407407
TOWN25,0.961538462,0.973684211
TOWN26,0.898550725,0.876404494
TOWN27,0.88,0.883333333
TOWN28,0.948275862,0.838709677
TOWN29,0.85106383,0.981481481
DIV1,0.896551724,0.886363636
DIV2,0.833333333,0.947368421
DIV3,0.9,0.8
DIV4,0.983606557,0.793103448
DIV5,0.851851852,0.885714286
DIV6,0.916666667,0.92
DIV7,0.896551724,0.837837838
DIV8,0.933333333,0.861111111
DIV9,0.857142857,0.923076923
DIV10,0.896551724,0.860465116
DIV11,0.818181818,0.96
DIV12,0.84,1
DIV13,0.92,0.939393939
DIV14,0.888888889,0.785714286
DIV15,0.789473684,0.967741935
DIV16,0.944444444,0.928571429
DIV17,0.8,0.85
DIV18,0.894736842,0.833333333
DIV19,0.82,0.86440678
DIV20,1,0.642857143
DIV21,0.833333333,0.818181818
DIV22,0.870967742,0.857142857
DIV23,0.907407407,0.944444444
DIV24,1,0.828571429
DIV25,0.911764706,0.96875
DIV26,0.935483871,0.857142857
DIV27,0.916666667,1
DIV28,0.814814815,0.972222222
DIV29,0.928571429,0.882352941
DIV30,0.913043478,0.791666667
DIV31,0.88,0.972222222
DIV32,0.884615385,1
DIV33,0.851851852,0.903225806
DIV34,0.903225806,0.794117647
DIV35,0.918918919,0.774193548
DIV36,0.935483871,0.896551724
DIV37,0.702702703,0.755102041
DIV38,0.681818182,0.844444444
DIV39,0.818181818,0.8
DIV40,1,0.9
DIV41,0.75,0.944444444
DIV42,0.961538462,0.9
DIV43,0.806451613,0.921568627
DIV44,0.884615385,0.964285714
DIV45,1,1
DIV46,0.88,0.8
DIV47,0.842105263,0.72
DIV48,0.973684211,0.833333333
DIV49,0.88372093,0.884615385
DIV50,0.8,0.705882353
DIV51,1,0.848484848
DIV52,0.9375,0.769230769
DIV53,0.9,0.971428571
DIV54,0.826086957,0.967741935
DIV55,0.666666667,0.956521739
DIV56,1,0.944444444
DIV57,0.916666667,0.727272727
DIV58,0.846153846,0.967741935
CHSCTAXE,0.8875,0.882352941
CHSCTBARNSTAPLE,0.939655172,0.833333333
CHSCTBIDEFORD,0.841121495,0.818791946
CHSCTBRAUNTON,0.901408451,0.847058824
CHSCTCREDITON,0.857142857,0.957446809
CHSCTCULLOMPTON,0.90625,0.928571429
CHSCTDAWLISH,0.86,0.884297521
CHSCTEXETERCHALL,0.859813084,0.863636364
CHSCTEXETERSYCAMORE,0.896907216,0.82962963
CHSCTEXMOUTH,0.894117647,0.912087912
CHSCTHONITON,0.830188679,0.938461538
CHSCTIVYBRIDGE,0.857142857,0.985714286
CHSCTKINGSBRIDGE,0.823529412,0.888888889
CHSCTNABBOT,0.896969697,0.880681818
CHSCTOKE,0.8,0.945454545
CHSCTSMOLTON,0.914285714,0.921568627
CHSCTTAVISTOCK,0.902777778,0.852941176
CHSCTTEIGN,0.787878788,0.957446809
CHSCTTIVERTON,0.948275862,0.819672131
CHSCTTORRINGTON,0.950819672,0.855263158
CHSCTTOTNES,0.913043478,0.907692308
Eastern,0.87804878,0.885641677
Northern,0.907692308,0.842323651
Southern,0.870786517,0.896385542
Western,0.884848485,0.901477833
